"","x"
"724",0.828212112
"725",0.792534814
"726",0.614330873
"727",0.882967164
"728",0.45284835
"729",0.582909185
"730",0.827063509
"731",0.5697509
"732",0.743462219
"733",0.737425705
"734",0.618471914
"735",0.793332532
"736",0.44584804
"737",0.899393414
"738",0.570474697
"739",0.754521075
"740",0.769902963
"741",0.498124063
"742",0.733751125
"743",0.406475833
"744",0.370897665
"745",0.584747404
"746",0.566977324
"747",0.631181064
"748",0.601451965
"749",-0.435923014
"750",0.724898215
"751",0.762720493
"752",0.902896486
"753",0.808518515
"754",0.461908382
"755",0.391008704
"756",0.741249344
"757",0.770671812
"758",0.917786402
"759",0.720600498
"760",0.74954536
"761",0.324220536
"762",0.423025816
"763",0.881253499
"764",0.55600057
"765",0.731470297
"766",0.782406421
"767",0.580353508
"768",0.623794452
"769",0.339246754
"770",0.416393774
"771",0.678263137
"772",0.724595301
"773",0.562578002
"774",0.717444899
"775",0.837835708
"776",0.767039205
"777",0.545568336
"778",0.789674858
"779",-0.328860066
"780",0.61549483
"781",0.635630601
"782",0.510690162
"783",0.595918143
"784",0.468307077
"785",0.611178624
"786",0.567280667
"787",0.647326683
"788",0.501997394
"789",0.830781704
"790",0.700736365
"791",0.376106331
"792",0.678318765
"793",0.646640291
"794",0.763271034
"795",0.861588134
"796",0.698372097
"797",0.690013223
"798",0.635201502
"799",-0.364619138
"800",0.501132225
"801",0.45574897
"802",0.320831309
"803",0.524793813
"804",0.478873665
"805",0.581014937
"806",0.393773965
"807",0.376169617
"808",0.767287801
"809",0.376393407
"810",-0.354226094
"811",0.412647295
"812",0.927554886
"813",0.839507039
"814",0.835998061
"815",0.438663932
"816",0.337510869
"817",0.468878039
"818",0.772813303
"819",0.865710345
"820",0.675826861
"821",0.826862589
"822",0.552918761
"823",0.680672184
"824",0.777950164
"825",0.376233515
"826",0.417045354
"827",0.535236351
"828",0.913289008
"829",0.484352579
"830",0.900933253
"831",0.551964076
"832",0.660556437
"833",0.481536814
"834",0.434756787
"835",0.511961819
"836",0.834924903
"837",0.341924294
"838",0.660135974
"839",0.438570958
"840",0.824822781
"841",0.666448505
"842",0.626386226
"843",0.667877174
"844",0.309622682
"845",0.375319272
"846",0.406149694
"847",0.862926169
"848",0.44959981
"849",0.845510478
"850",0.729602093
"851",0.914913095
"852",0.817998726
"853",0.419771789
"854",0.503494353
"855",0.497588516
"856",0.394609141
"857",0.572205796
"858",0.791529937
"859",0.904332095
"860",0.816072575
"861",0.41105117
"862",0.367362617
"863",0.878214372
"864",0.848212269
"865",0.304108951
"866",0.781506367
"867",0.580278748
"868",0.597453046
"869",0.919407353
"870",0.352326607
"871",0.417630668
"872",0.559127986
"873",0.859921705
"874",0.410533635
"875",0.574434306
"876",0.801783245
"877",0.793284185
"878",0.61556191
"879",0.717936586
"880",0.604025836
"881",0.785707393
"882",0.624473841
"883",0.518204371
"884",0.661453509
"885",0.316385821
"886",0.500013107
"887",0.820446795
"888",0.568124489
"889",0.897943715
"890",0.322233458
"891",0.824008693
"892",0.482052304
"893",0.82218599
"894",0.901546596
"895",0.513827929
